step,o_index,x,y,z
3074.0,388.0,10.44328708,10.13275158,-0.14103171
3075.0,388.0,10.39837913,10.15058851,-0.16108048
3076.0,388.0,10.35996215,10.18113984,-0.20279333
3077.0,388.0,10.33260622,10.20618637,-0.23915289
3078.0,388.0,10.31315922,10.21667708,-0.24523128
3079.0,388.0,10.32236885,10.20239261,-0.21877237
3080.0,388.0,10.35721818,10.18000379,-0.1696749
3081.0,388.0,10.37148426,10.18239565,-0.11287917
3082.0,388.0,10.36592513,10.20329662,-0.06265551
3083.0,388.0,10.33651722,10.24530164,-0.02978594
3084.0,388.0,10.26489315,10.2860902,0.00348717
3085.0,388.0,10.18022917,10.30253426,0.03864709
3086.0,388.0,10.11568147,10.26939932,0.07593024
3087.0,388.0,10.08958747,10.23351063,0.10175063
3088.0,388.0,10.08505525,10.22844007,0.13447154
3089.0,388.0,10.09085185,10.25186496,0.18549691
3090.0,388.0,10.10041837,10.28466787,0.23022299
3091.0,388.0,10.09467612,10.30735733,0.23832795
3092.0,388.0,10.09134711,10.31760296,0.21694628
3093.0,388.0,10.08041651,10.31379015,0.18003498
3094.0,388.0,10.05851774,10.31553612,0.15540158
3095.0,388.0,10.05629848,10.33234845,0.1368437
3096.0,388.0,10.08529891,10.36035972,0.09907474
3097.0,388.0,10.14446403,10.40055003,0.06752497
3098.0,388.0,10.20663945,10.46332197,0.04315836
3099.0,388.0,10.25031488,10.53205637,0.01927537
3100.0,388.0,10.26212368,10.58502707,-0.00438234
3101.0,388.0,10.25657498,10.60211688,-0.0134167
3102.0,388.0,10.25998553,10.58352054,-0.00273069
3103.0,388.0,10.28984355,10.51818519,-0.00079135
3104.0,388.0,10.34971637,10.42259604,-0.00627596
3105.0,388.0,10.42314947,10.33021723,0.00740421
3106.0,388.0,10.49601898,10.27298261,0.03922951
3107.0,388.0,10.54113904,10.26643452,0.06288194
3108.0,388.0,10.55812169,10.27721585,0.0711626
3109.0,388.0,10.53778061,10.27924216,0.07453651
3110.0,388.0,10.49124121,10.27939585,0.0876138
3111.0,388.0,10.44691202,10.2812951,0.10948439
3112.0,388.0,10.4365177,10.27946943,0.15502737
3113.0,388.0,10.48506935,10.25296173,0.20530456
3114.0,388.0,10.55075423,10.20457127,0.23109363
3115.0,388.0,10.59714913,10.14650314,0.24296589
3116.0,388.0,10.62635018,10.11895772,0.27336585
3117.0,388.0,10.65263553,10.13455817,0.32478105
3118.0,388.0,10.68116024,10.17154401,0.37333622
3119.0,388.0,10.70036769,10.1999663,0.40756447
3120.0,388.0,10.71003456,10.20248404,0.44989242
3121.0,388.0,10.70743999,10.17740581,0.50005084
3122.0,388.0,10.68477609,10.12710168,0.53620272
3123.0,388.0,10.64455416,10.08618672,0.54069511
3124.0,388.0,10.62339343,10.06451548,0.51631092
3125.0,388.0,10.63060834,10.05134206,0.49037984
3126.0,388.0,10.65115662,10.03403673,0.4737222
3127.0,388.0,10.64610509,10.01538391,0.47044675
3128.0,388.0,10.61720183,9.99507894,0.46763782
3129.0,388.0,10.59932371,9.99312777,0.47143129
3130.0,388.0,10.60979319,10.02102422,0.49258314
3131.0,388.0,10.61975169,10.07032735,0.52642712
3132.0,388.0,10.59772005,10.10783268,0.58287143
3133.0,388.0,10.52319528,10.11428645,0.64017053
3134.0,388.0,10.4247154,10.09429619,0.68908957
3135.0,388.0,10.34226433,10.05751702,0.72995342
3136.0,388.0,10.29344341,10.00219798,0.73733748
3137.0,388.0,10.30132579,9.92366569,0.72481506
3138.0,388.0,10.33299148,9.86747451,0.69955034
3139.0,388.0,10.34785613,9.8492668,0.69232396
3140.0,388.0,10.30869562,9.86320208,0.69891026
3141.0,388.0,10.23502814,9.88157439,0.72029991
3142.0,388.0,10.16868021,9.89581321,0.73440482
3143.0,388.0,10.11396197,9.90666665,0.74367712
3144.0,388.0,10.06326172,9.8953402,0.77029951
3145.0,388.0,10.00031292,9.87367811,0.82972746
3146.0,388.0,9.95030064,9.84840018,0.8928526
3147.0,388.0,9.93103577,9.80552601,0.92841022
3148.0,388.0,9.95226264,9.71383829,0.95789882
3149.0,388.0,9.96816938,9.5883679,0.9747258
3150.0,388.0,9.96194692,9.45993598,0.96620285
3151.0,388.0,9.9402879,9.34736675,0.92337662
3152.0,388.0,9.90782294,9.26316669,0.86230782
3153.0,388.0,9.86906621,9.21816451,0.79892309
3154.0,388.0,9.84067826,9.19173135,0.75661521
3155.0,388.0,9.84324779,9.16756677,0.72920278
3156.0,388.0,9.85048335,9.13902663,0.70568214
3157.0,388.0,9.84860997,9.09520274,0.67901169
3158.0,388.0,9.83811171,9.03422918,0.63677498
3159.0,388.0,9.8513823,8.9472889,0.57455999
3160.0,388.0,9.90516915,8.8484501,0.511624
3161.0,388.0,9.97198945,8.77513823,0.45815017
3162.0,388.0,10.01453928,8.75671178,0.43277451
3163.0,388.0,10.02815768,8.76910416,0.43557199
3164.0,388.0,10.04370959,8.78308018,0.43224542
3165.0,388.0,10.05014034,8.78224007,0.4428828
3166.0,388.0,10.05637361,8.77599345,0.45921541
3167.0,388.0,10.07634633,8.75458507,0.49345259
3168.0,388.0,10.11224674,8.72601088,0.51476884
3169.0,388.0,10.11663867,8.70252532,0.5059396
3170.0,388.0,10.07178258,8.69017694,0.4721574
3171.0,388.0,10.02975213,8.69088923,0.42025752
3172.0,388.0,10.00313872,8.69984061,0.38089971
3173.0,388.0,9.96465397,8.71120841,0.35648935
3174.0,388.0,9.89940602,8.73171852,0.33281536
3175.0,388.0,9.82764824,8.76477668,0.30760541
3176.0,388.0,9.765472,8.79189073,0.30322937
3177.0,388.0,9.71453223,8.81370444,0.31808916
3178.0,388.0,9.68973615,8.82394724,0.33454237
3179.0,388.0,9.67534913,8.82974285,0.35578148
3180.0,388.0,9.6538527,8.83537718,0.39385501
3181.0,388.0,9.62749789,8.8315572,0.44539884
3182.0,388.0,9.58565451,8.79971284,0.48645401
3183.0,388.0,9.51700684,8.73732435,0.51157974
3184.0,388.0,9.42252969,8.67774402,0.52587769
3185.0,388.0,9.3311802,8.63327207,0.49559298
3186.0,388.0,9.24915097,8.6109964,0.42301563
3187.0,388.0,9.18804369,8.61376229,0.35298588
3188.0,388.0,9.14767511,8.64345474,0.31571879
3189.0,388.0,9.11890431,8.67170817,0.31539786
3190.0,388.0,9.11318558,8.68485667,0.30348389
3191.0,388.0,9.13057409,8.68696616,0.25194074
3192.0,388.0,9.12783974,8.70083006,0.16758393
3193.0,388.0,9.09276776,8.71643712,0.09979772
3194.0,388.0,9.04027941,8.6899467,0.06938553
3195.0,388.0,8.99250663,8.61818509,0.07425681
3196.0,388.0,8.9463541,8.53847776,0.09507239
3197.0,388.0,8.87134588,8.48272276,0.11780433
3198.0,388.0,8.79698299,8.45943075,0.11272079
3199.0,388.0,8.75064814,8.47279432,0.09670483
3200.0,388.0,8.71727563,8.4976569,0.09227738
3201.0,388.0,8.69293167,8.51686652,0.10791726
3202.0,388.0,8.68259015,8.51033137,0.12312327
3203.0,388.0,8.68722254,8.47714997,0.12941276
3204.0,388.0,8.68122643,8.4491464,0.14784941
3205.0,388.0,8.6620926,8.43692449,0.18365175
3206.0,388.0,8.63891767,8.41943242,0.24659797
3207.0,388.0,8.63413546,8.3671185,0.3093568
3208.0,388.0,8.64638344,8.27271812,0.35200403
3209.0,388.0,8.62350137,8.18320016,0.37516925
3210.0,388.0,8.55968909,8.12745039,0.4060728
3211.0,388.0,8.51969652,8.13255916,0.43455773
3212.0,388.0,8.48997714,8.16471468,0.45375258
3213.0,388.0,8.44136938,8.21289383,0.47317397
3214.0,388.0,8.40598062,8.26956339,0.4776067
3215.0,388.0,8.36338377,8.35329674,0.47193763
3216.0,388.0,8.33644346,8.44816046,0.45613638
3217.0,388.0,8.34768817,8.53097316,0.43191738
3218.0,388.0,8.35371401,8.61411296,0.38503404
3219.0,388.0,8.31026653,8.70894168,0.32523952
3220.0,388.0,8.25570373,8.80834984,0.26660047
3221.0,388.0,8.24278179,8.88526033,0.21800325
3222.0,388.0,8.26308465,8.9135466,0.18735686
3223.0,388.0,8.27504621,8.90400552,0.17028085
3224.0,388.0,8.26971562,8.88275613,0.14536285
3225.0,388.0,8.23974066,8.89448976,0.10803844
3226.0,388.0,8.17742324,8.92931006,0.06509052
3227.0,388.0,8.09017225,8.95803302,-0.0093274
3228.0,388.0,7.98551859,8.98342112,-0.09344672
3229.0,388.0,7.90027147,9.014783,-0.17288607
3230.0,388.0,7.85855738,9.02489231,-0.22815797
3231.0,388.0,7.85839618,9.00863769,-0.26134071
3232.0,388.0,7.853986,9.00019281,-0.2854379
3233.0,388.0,7.8289586,9.01281402,-0.30254445
3234.0,388.0,7.80409421,9.01676863,-0.33002954
3235.0,388.0,7.77768745,8.99648916,-0.35136543
3236.0,388.0,7.73197367,8.96326644,-0.37728676
3237.0,388.0,7.68338105,8.92606391,-0.41040507
3238.0,388.0,7.62394617,8.88299378,-0.45285568
3239.0,388.0,7.53248556,8.8203515,-0.48539869
3240.0,388.0,7.42867941,8.74564271,-0.49758865
3241.0,388.0,7.33740267,8.67675766,-0.4907603
3242.0,388.0,7.25557979,8.66047146,-0.46673193
3243.0,388.0,7.14457065,8.69042615,-0.42240932
3244.0,388.0,7.0350371,8.69479033,-0.35188721
3245.0,388.0,6.97907193,8.6715721,-0.28491526
3246.0,388.0,6.96828378,8.63933368,-0.22691076
3247.0,388.0,6.96922911,8.63357119,-0.20594861
3248.0,388.0,6.9570553,8.62335355,-0.21869808
3249.0,388.0,6.93209825,8.60210501,-0.24674637
3250.0,388.0,6.90356628,8.60060901,-0.26886337
3251.0,388.0,6.86949063,8.61951363,-0.2803704
3252.0,388.0,6.83254793,8.6300122,-0.28122478
3253.0,388.0,6.79310821,8.61944989,-0.26762201
3254.0,388.0,6.75461226,8.61804002,-0.2418652
3255.0,388.0,6.73064424,8.6449027,-0.21168443
3256.0,388.0,6.71706352,8.68060119,-0.20408189
3257.0,388.0,6.69993466,8.71944464,-0.2288299
3258.0,388.0,6.67386984,8.78022461,-0.27548944
3259.0,388.0,6.67962333,8.84591114,-0.3395024
3260.0,388.0,6.71618935,8.89833477,-0.40445645
3261.0,388.0,6.78443211,8.93442458,-0.4463088
3262.0,388.0,6.85214426,8.96405284,-0.4631103
3263.0,388.0,6.89864995,8.98545872,-0.46784073
3264.0,388.0,6.91897284,8.99843448,-0.47819426
3265.0,388.0,6.91535568,8.99963747,-0.48212871
3266.0,388.0,6.91132428,8.99347701,-0.49858507
3267.0,388.0,6.9346511,8.97316095,-0.53033631
3268.0,388.0,7.0148632,8.9782376,-0.56736285
3269.0,388.0,7.11756442,9.00723889,-0.59631853
3270.0,388.0,7.20979719,9.03618314,-0.61171508
3271.0,388.0,7.26136755,9.04923686,-0.63748484
3272.0,388.0,7.27055086,9.03959516,-0.66936706
3273.0,388.0,7.25196072,9.00414252,-0.71481262
3274.0,388.0,7.22797764,8.95407993,-0.77533051
3275.0,388.0,7.23505954,8.90789589,-0.84421745
3276.0,388.0,7.28825272,8.87153171,-0.91347955
3277.0,388.0,7.36145828,8.83161471,-0.98311477
3278.0,388.0,7.42190099,8.78539477,-1.06275333
3279.0,388.0,7.45079793,8.73944738,-1.14007988
3280.0,388.0,7.46772463,8.72392493,-1.17729061
3281.0,388.0,7.49270631,8.74956505,-1.15387648
3282.0,388.0,7.52015715,8.7872287,-1.09793629
3283.0,388.0,7.53997061,8.81713794,-1.05440641
3284.0,388.0,7.58461669,8.82918484,-1.04794124
3285.0,388.0,7.66494036,8.82364957,-1.06586082
3286.0,388.0,7.74996782,8.79233247,-1.09758787
3287.0,388.0,7.79181415,8.73293742,-1.13879316
3288.0,388.0,7.80512125,8.67156804,-1.19256227
3289.0,388.0,7.81021709,8.63012454,-1.22162687
3290.0,388.0,7.80436457,8.60818617,-1.19953473
3291.0,388.0,7.78103629,8.58375737,-1.15119109
3292.0,388.0,7.70938459,8.56547954,-1.11274275
3293.0,388.0,7.63479442,8.55397358,-1.0849548
3294.0,388.0,7.62304882,8.56826262,-1.04787846
3295.0,388.0,7.66777101,8.5798995,-0.99149679
3296.0,388.0,7.69546703,8.55344723,-0.96512329
3297.0,388.0,7.68847525,8.48323739,-0.99870057
3298.0,388.0,7.66118842,8.38742605,-1.05326141
3299.0,388.0,7.63736902,8.28809281,-1.09925345
3300.0,388.0,7.62037084,8.19724259,-1.13151711
3301.0,388.0,7.59275265,8.13180012,-1.16000107
3302.0,388.0,7.56200125,8.07766347,-1.15732366
3303.0,388.0,7.54080081,8.03185464,-1.12184182
3304.0,388.0,7.52496213,7.99429823,-1.0951042
3305.0,388.0,7.50858393,7.99629933,-1.10107323
3306.0,388.0,7.51476981,8.01424087,-1.14311361
3307.0,388.0,7.56031923,8.03116183,-1.19211428
3308.0,388.0,7.62391133,8.04388439,-1.21222066
3309.0,388.0,7.66449142,8.06406144,-1.2255243
3310.0,388.0,7.66289921,8.10487532,-1.25378714
3311.0,388.0,7.63130891,8.14742416,-1.27397999
3312.0,388.0,7.57407523,8.20020094,-1.27493138
3313.0,388.0,7.49368196,8.25787353,-1.2630829
3314.0,388.0,7.39544676,8.3223991,-1.22838214
3315.0,388.0,7.28129729,8.38867446,-1.17952392
3316.0,388.0,7.20136408,8.46157372,-1.12968373
3317.0,388.0,7.16139857,8.52851553,-1.09088182
3318.0,388.0,7.13298156,8.58465394,-1.08224801
3319.0,388.0,7.08764565,8.63765143,-1.07448135
3320.0,388.0,7.00897971,8.68447424,-1.05568897
3321.0,388.0,6.95476727,8.71470174,-1.01737222
3322.0,388.0,6.95550406,8.72063245,-0.98424045
3323.0,388.0,7.00221502,8.70983135,-0.95926119
3324.0,388.0,7.01586119,8.70089206,-0.94246315
3325.0,388.0,6.99107412,8.70227511,-0.9260723
3326.0,388.0,6.96169835,8.70575515,-0.93385437
3327.0,388.0,6.95979407,8.72453335,-0.97755981
3328.0,388.0,6.97252343,8.73861134,-1.02960557
3329.0,388.0,6.97281556,8.73462722,-1.08468266
3330.0,388.0,6.95396458,8.72723681,-1.13792897
3331.0,388.0,6.90033359,8.74122464,-1.18609752
3332.0,388.0,6.8591096,8.76905454,-1.21298394
3333.0,388.0,6.8586366,8.78112264,-1.22587331
3334.0,388.0,6.86486211,8.76406319,-1.18019719
3335.0,388.0,6.82839963,8.7443103,-1.08907406
3336.0,388.0,6.75383733,8.70918344,-1.01252085
3337.0,388.0,6.67606089,8.69064838,-0.99319769
3338.0,388.0,6.61965071,8.71112628,-1.02539638
3339.0,388.0,6.60695819,8.72566995,-1.08804324
3340.0,388.0,6.62181419,8.7043594,-1.14472936
3341.0,388.0,6.65412108,8.66604898,-1.18017735
3342.0,388.0,6.667536,8.64529758,-1.19634974
3343.0,388.0,6.7035335,8.64219055,-1.16416707
3344.0,388.0,6.77859181,8.67199315,-1.1135111
3345.0,388.0,6.87675688,8.70969411,-1.06617847
3346.0,388.0,6.95140954,8.71472045,-1.01909052
3347.0,388.0,6.97740475,8.66778305,-0.94990504
3348.0,388.0,7.03667543,8.60634891,-0.89755344
3349.0,388.0,7.12793885,8.56993462,-0.86750472
3350.0,388.0,7.23664872,8.5604836,-0.83707899
3351.0,388.0,7.32478122,8.57857469,-0.84094675
3352.0,388.0,7.36028964,8.58005163,-0.79735798
3353.0,388.0,7.35680481,8.57278627,-0.75501608
3354.0,388.0,7.35548034,8.57685462,-0.70915186
3355.0,388.0,7.36487812,8.60533581,-0.68665201
3356.0,388.0,7.37457922,8.65093757,-0.69588111
3357.0,388.0,7.39086987,8.68331047,-0.70123513
3358.0,388.0,7.40661383,8.69988459,-0.7350164
3359.0,388.0,7.40352518,8.70382737,-0.74114992
3360.0,388.0,7.40435216,8.66998537,-0.77869493
3361.0,388.0,7.39294167,8.62106255,-0.80357804
3362.0,388.0,7.36809222,8.5802291,-0.82309328
3363.0,388.0,7.34004341,8.55109446,-0.84605897
3364.0,388.0,7.30168287,8.5458091,-0.88649634
3365.0,388.0,7.25990157,8.56957606,-0.94563077
3366.0,388.0,7.22903859,8.59707896,-1.01864586
3367.0,388.0,7.2178282,8.62831625,-1.08321255
3368.0,388.0,7.20589274,8.66199523,-1.12563838
3369.0,388.0,7.20402289,8.67985212,-1.13243491
3370.0,388.0,7.22208385,8.65983072,-1.11290542
3371.0,388.0,7.23056483,8.63116756,-1.06828148
3372.0,388.0,7.24786302,8.6257496,-1.01086193
3373.0,388.0,7.28177439,8.66296072,-0.9885838
3374.0,388.0,7.31374463,8.73650335,-1.00310789
3375.0,388.0,7.30283761,8.77407645,-1.04056551
3376.0,388.0,7.25294066,8.74668407,-1.09007077
3377.0,388.0,7.20794397,8.70606015,-1.12759637
3378.0,388.0,7.20191349,8.68710251,-1.17186385
3379.0,388.0,7.27069749,8.6836114,-1.2207863
3380.0,388.0,7.35268699,8.68927302,-1.25260344
3381.0,388.0,7.39381758,8.64959391,-1.25818097
3382.0,349.0,9.25282625,10.25413898,-1.23294811
3383.0,349.0,9.26345151,10.286834279999999,-1.18978087
3384.0,349.0,9.26320629,10.27114175,-1.15407991
3385.0,349.0,9.268334190000001,10.269804989999999,-1.1369657
3386.0,349.0,9.27885691,10.301395209999999,-1.12248521
3387.0,349.0,9.287461830000002,10.29686634,-1.08287322
3388.0,349.0,9.284103720000001,10.23750274,-1.0144999
3389.0,349.0,9.26917108,10.16583808,-0.95330965
3390.0,349.0,9.271311910000001,10.112319419999999,-0.90651392
3391.0,349.0,9.298517570000001,10.06867744,-0.86356945
3392.0,349.0,9.31243005,10.06349734,-0.82640433
3393.0,349.0,9.277677950000001,10.09614976,-0.81677006
3394.0,349.0,9.216902430000001,10.11042288,-0.84713799
3395.0,349.0,9.174563200000001,10.089520819999999,-0.89804558
3396.0,349.0,9.158175880000002,10.07035614,-0.94733781
3397.0,349.0,9.14961912,10.072021979999999,-0.97908709
3398.0,349.0,9.14792064,10.056026,-0.98945739
3399.0,349.0,9.14529766,10.00121803,-0.96969135
3400.0,349.0,9.12696122,9.93448914,-0.93545541
3401.0,349.0,9.113146010000001,9.90774953,-0.91490578
3402.0,349.0,9.13612911,9.90836184,-0.92405916
3403.0,349.0,9.20211308,9.90565687,-0.96707346
3404.0,349.0,9.27316406,9.905302469999999,-1.01164465
3405.0,349.0,9.330575190000001,9.914873069999999,-1.04463958
3406.0,349.0,9.36054382,9.90553052,-1.06038387
3407.0,349.0,9.380607220000002,9.87564077,-1.05829322
3408.0,349.0,9.388343760000001,9.834242869999999,-1.04999781
3409.0,349.0,9.385173850000001,9.80036819,-1.05631212
3410.0,349.0,9.397792500000001,9.785352759999999,-1.07795327
3411.0,349.0,9.4259672,9.771590069999998,-1.10361362
3412.0,349.0,9.45328134,9.76622594,-1.11519173
3413.0,349.0,9.46510329,9.78864257,-1.12093935
3414.0,349.0,9.46891169,9.82994626,-1.13820872
3415.0,349.0,9.47663634,9.86369558,-1.1633314
3416.0,349.0,9.49700245,9.89923249,-1.1939149
3417.0,349.0,9.51639299,9.95414066,-1.23042804
3418.0,349.0,9.54869355,10.004703489999999,-1.27848056
3419.0,349.0,9.59682641,9.99783746,-1.32291898
3420.0,349.0,9.66021731,9.928087849999999,-1.34565466
3421.0,349.0,9.71562175,9.861112089999999,-1.33256015
3422.0,349.0,9.76021463,9.82839194,-1.28806297
3423.0,349.0,9.78126923,9.81331483,-1.22290778
3424.0,349.0,9.761121970000001,9.79626622,-1.17003236
3425.0,349.0,9.718014830000001,9.799944009999999,-1.13193526
3426.0,349.0,9.686078550000001,9.81571697,-1.08224481
3427.0,349.0,9.68461149,9.839500789999999,-1.00406878
3428.0,349.0,9.696294850000001,9.88109044,-0.91866828
3429.0,349.0,9.71822211,9.9302947,-0.851356
3430.0,349.0,9.733468,9.96457338,-0.80389819
3431.0,349.0,9.73414763,9.974722,-0.77459524
3432.0,349.0,9.71272269,9.977357959999999,-0.74024103
3433.0,349.0,9.666588990000001,9.992594189999998,-0.703972
3434.0,349.0,9.603559700000002,10.01318509,-0.67705442
3435.0,349.0,9.5360099,10.019406109999998,-0.66159663
3436.0,349.0,9.4936453,10.024486329999998,-0.64263135
3437.0,349.0,9.46194561,10.053336719999999,-0.61718304
3438.0,349.0,9.44215925,10.09810533,-0.59354727
3439.0,349.0,9.43085613,10.121692979999999,-0.57852727
3440.0,349.0,9.4131951,10.122323,-0.58454483
3441.0,349.0,9.38828839,10.12369728,-0.59511857
3442.0,349.0,9.36927368,10.12909502,-0.57866671
3443.0,349.0,9.36181636,10.13520666,-0.53605831
3444.0,349.0,9.354750970000001,10.148051209999998,-0.50107619
3445.0,349.0,9.33704796,10.14547361,-0.48404677
3446.0,349.0,9.3343317,10.13182088,-0.46728429
3447.0,349.0,9.3547296,10.14904103,-0.42767019
3448.0,349.0,9.37678983,10.207320919999999,-0.38034742
3449.0,349.0,9.41164966,10.25621076,-0.34227675
3450.0,349.0,9.4505439,10.248567399999999,-0.32648977
3451.0,349.0,9.483974020000002,10.189493689999999,-0.32059252
3452.0,349.0,9.49551344,10.13158065,-0.30230976
3453.0,349.0,9.50729191,10.093744339999999,-0.24346917
3454.0,349.0,9.54286787,10.041600319999999,-0.16225428
3455.0,349.0,9.59594519,9.97185839,-0.08281373
3456.0,349.0,9.661068490000002,9.90602488,-0.0170776
3457.0,349.0,9.737966570000001,9.86742037,0.03822192
3458.0,349.0,9.81865156,9.84275222,0.08022161
3459.0,349.0,9.872355120000002,9.80126174,0.11376446
3460.0,349.0,9.88783041,9.752156489999999,0.16193614
3461.0,349.0,9.870160890000001,9.705676239999999,0.20075303
3462.0,349.0,9.833040870000001,9.67715503,0.23099579
3463.0,349.0,9.809036160000002,9.65114596,0.24496045
3464.0,349.0,9.83632624,9.64193719,0.23911155
3465.0,349.0,9.88850179,9.66295297,0.21832213
3466.0,349.0,9.911956140000001,9.68326914,0.20888952
3467.0,349.0,9.92584613,9.665225719999999,0.19469932
3468.0,349.0,9.96737326,9.590469389999999,0.15604835
3469.0,349.0,10.02830693,9.500786719999999,0.11230363
3470.0,349.0,10.04361869,9.44030898,0.07795209
3471.0,349.0,10.016870690000001,9.40161249,0.05522589
3472.0,349.0,9.97595325,9.39040478,0.0176213
3473.0,349.0,9.93280691,9.40534192,-0.02628895
3474.0,349.0,9.88226176,9.425402459999999,-0.06283036
3475.0,349.0,9.8225932,9.43371298,-0.09306307
3476.0,349.0,9.76849129,9.41454461,-0.10734839
3477.0,349.0,9.727275200000001,9.36785722,-0.11845735
3478.0,349.0,9.689113930000001,9.32218356,-0.13843171
3479.0,349.0,9.634961310000001,9.31208446,-0.17129148
3480.0,349.0,9.58865445,9.342934669999998,-0.20550001
3481.0,349.0,9.56391851,9.38910149,-0.24458736
3482.0,349.0,9.55116422,9.444800129999999,-0.31501723
3483.0,349.0,9.52241505,9.500964569999999,-0.40529319
3484.0,349.0,9.47302784,9.540630839999999,-0.48547753
3485.0,349.0,9.43279454,9.549037519999999,-0.54733021
3486.0,349.0,9.40406744,9.52596415,-0.59912318
3487.0,349.0,9.364072759999999,9.50338057,-0.67202057
3488.0,349.0,9.3014498,9.48176075,-0.76043965
3489.0,349.0,9.2522958,9.43697602,-0.84594473
3490.0,349.0,9.258215700000001,9.41825166,-0.89557971
3491.0,349.0,9.31782225,9.4722407,-0.92113971
3492.0,349.0,9.38434753,9.549037299999998,-0.95386024
3493.0,349.0,9.415708720000001,9.58890085,-0.98538116
3494.0,349.0,9.40571575,9.56688782,-1.03054783
3495.0,349.0,9.37462829,9.50477323,-1.11269321
3496.0,349.0,9.35562711,9.432837769999999,-1.22391853
3497.0,349.0,9.375524,9.36014154,-1.33862865
3498.0,349.0,9.41902924,9.30366711,-1.43318287
3499.0,349.0,9.46088667,9.28876271,-1.47409325
3500.0,349.0,9.482675050000001,9.304101189999999,-1.45624782
3501.0,349.0,9.50112964,9.331544009999998,-1.39780258
3502.0,349.0,9.53576142,9.36403955,-1.34754682
3503.0,349.0,9.58279227,9.41062661,-1.3187634
3504.0,349.0,9.62584529,9.451719879999999,-1.31093497
3505.0,349.0,9.64019489,9.460114099999998,-1.3237499
3506.0,349.0,9.6166177,9.42581384,-1.34671257
3507.0,349.0,9.57548666,9.382493179999999,-1.3726696
3508.0,349.0,9.53719251,9.34388881,-1.39714784
3509.0,349.0,9.50442312,9.31510284,-1.4314466
3510.0,349.0,9.46185518,9.281422209999999,-1.44766503
3511.0,349.0,9.411962840000001,9.238056619999998,-1.43554396
3512.0,349.0,9.37014335,9.19686056,-1.41085872
3513.0,349.0,9.363579470000001,9.17598432,-1.39361204
3514.0,349.0,9.396314530000001,9.158246089999999,-1.38715126
3515.0,349.0,9.4396895,9.117769449999999,-1.3891033
3516.0,349.0,9.45894683,9.061652469999999,-1.40976391
3517.0,349.0,9.42166304,9.00076721,-1.4357418
3518.0,349.0,9.36449519,8.93571738,-1.46463324
3519.0,349.0,9.31835867,8.881781929999999,-1.49271481
3520.0,349.0,9.28654215,8.861733959999999,-1.54301967
3521.0,349.0,9.26816662,8.87262977,-1.60148358
3522.0,349.0,9.26895846,8.89559749,-1.64906213
3523.0,349.0,9.28423845,8.92043369,-1.6658908
3524.0,349.0,9.30609896,8.95030294,-1.67792039
3525.0,349.0,9.3380497,8.97188967,-1.68989255
3526.0,349.0,9.37650949,8.959645909999999,-1.69377339
3527.0,349.0,9.40099425,8.92004049,-1.68492861
3528.0,349.0,9.379609,8.877057059999999,-1.67887515
3529.0,349.0,9.33652953,8.84758327,-1.68300043
3530.0,349.0,9.29394438,8.84440285,-1.68424446
3531.0,349.0,9.26656792,8.870605139999999,-1.66533392
3532.0,349.0,9.255732,8.927544959999999,-1.63794786
3533.0,349.0,9.24520365,9.00541618,-1.62456124
3534.0,349.0,9.22195279,9.088377229999999,-1.61507692
3535.0,349.0,9.20379892,9.142308629999999,-1.59543724
3536.0,349.0,9.23130025,9.146984029999999,-1.5461084
3537.0,349.0,9.30044466,9.112220279999999,-1.48315211
3538.0,349.0,9.366196200000001,9.067274529999999,-1.40492878
3539.0,349.0,9.36668156,9.00355123,-1.31424423
3540.0,349.0,9.31589087,8.94030338,-1.21578479
3541.0,349.0,9.28464308,8.90761002,-1.13385408
3542.0,349.0,9.320868740000002,8.91675039,-1.09971739
3543.0,349.0,9.38908472,8.93229837,-1.07983049
3544.0,349.0,9.432756600000001,8.941545349999998,-1.06611129
3545.0,349.0,9.43439767,8.958949839999999,-1.03627833
3546.0,349.0,9.41872015,8.994359079999999,-0.990773
3547.0,349.0,9.40813012,9.05480301,-0.92482786
3548.0,349.0,9.37467475,9.1144088,-0.87946495
3549.0,349.0,9.28221742,9.13615219,-0.87363
3550.0,349.0,9.175352029999999,9.1064109,-0.89546922
3551.0,349.0,9.094194470000001,9.07125608,-0.88875453
3552.0,349.0,9.048543500000001,9.0567918,-0.81248009
3553.0,349.0,9.039569190000002,9.026944189999998,-0.70837972
3554.0,349.0,9.064224280000001,8.98552785,-0.63545354
3555.0,349.0,9.08920314,8.954607759999998,-0.6274855
3556.0,349.0,9.10235246,8.940556189999999,-0.65179827
3557.0,349.0,9.092943290000001,8.94655973,-0.66940852
3558.0,349.0,9.08158202,8.96929707,-0.66706819
3559.0,349.0,9.09015419,8.99977974,-0.65746639
3560.0,349.0,9.08701248,9.007069999999999,-0.65808309
3561.0,349.0,9.05358479,8.9927782,-0.64966247
3562.0,349.0,9.01695895,8.96998306,-0.61855199
3563.0,349.0,9.01296149,8.9737803,-0.56342926
3564.0,349.0,9.03154004,9.016739229999999,-0.51931122
3565.0,349.0,9.05489616,9.07424043,-0.50696276
3566.0,349.0,9.05907114,9.103991409999999,-0.52025381
3567.0,349.0,9.02388408,9.08681383,-0.53330742
3568.0,349.0,8.97009598,9.054145859999998,-0.53069583
3569.0,349.0,8.913558160000001,9.014356549999999,-0.51741111
