Tau,dtime,msd_xx,msd_xy,msd_xz,msd_yy,msd_yz,msd_zz
168.0,1.68,3.0315587252403784,0.44023658901678764,-0.3430990120108722,2.6543485682950445,0.06790307509586012,1.6855303310222225
169.0,1.69,2.789852516479922,0.33739058544017086,-0.13033288378608712,2.7637871906264353,-0.07366710326354313,1.5896590474978687
170.0,1.7,2.908965121990851,0.49641980706545163,0.005718203809190398,2.671077570643471,0.16768891451789325,1.7213615838790495
171.0,1.71,3.019288205915713,0.2948303441600414,-0.17159037013325645,2.7883519696052255,0.08852650979538952,1.5338909232179831
172.0,1.72,2.7284871440171568,0.35765658835719993,-0.14813057544964542,2.6511356259423557,-0.06289220472669825,1.761186770917963
173.0,1.73,2.974196023589292,0.28244289270174283,-0.11622403577319225,2.6603961727024834,0.011524001736606384,1.6473646444342613
174.0,1.74,3.0542383031584652,0.3925252503048756,-0.24190376640067657,2.720513672013226,-0.04988620114759553,1.3229464774401902
175.0,1.75,3.1836037260737187,0.38114460810266093,-0.04695294787953834,2.608503643314956,-0.30414203511649074,1.611274518050942
176.0,1.76,3.007942552028031,0.3358470927650394,0.0034505157672073466,2.8607242969579088,-0.13147873428744386,1.779670471181923
177.0,1.77,3.050831543724705,0.44976537343306155,-0.24764031264868142,2.7239806883604345,-0.17370522819847634,1.6924308315546923
178.0,1.78,3.2332167021455467,0.4824786861470835,-0.1953791532268498,3.01368983817112,0.06863278334539755,1.6561750739397938
179.0,1.79,3.154894678083141,0.4844429248939633,-0.21115263806164397,3.18984359012227,0.0006539060341454997,1.6498792876675004
180.0,1.8,3.1063376665308895,0.5615553639635428,0.10662315850252688,3.04027736987202,0.07671150096247566,1.6477934939620438
181.0,1.81,2.9958251702092795,0.38051466555015007,-0.06912021548771341,2.6315410985169607,0.14972607988043118,1.3741388126420113
182.0,1.82,2.9439552086072345,0.41561382955896786,-0.06587987586939521,2.932789134778375,-0.06640163250656728,1.5836992736585591
183.0,1.83,2.8857008353099762,0.28433163829750707,-0.025028895371145922,3.2988423727251086,0.04992164523552246,1.7282233543323904
184.0,1.84,2.827969580647627,0.3518206628091082,0.08179760136747234,3.0355016677665216,0.06652140396905613,1.6554042575338561
185.0,1.85,3.2681870097706756,0.48263227855623747,-0.4452045083614313,2.938406872701105,0.14896460494034616,1.489099363802498
186.0,1.86,3.092822695173511,0.42101712469203906,-0.17248876139832886,3.0754771456544048,0.005250252670571549,1.7017482064619052
187.0,1.87,3.119943301140021,0.2702045180469013,-0.14981479773152737,2.9606240086665165,-0.2502790698059567,1.7216454518445492
188.0,1.88,3.0655235164153973,0.33861492107726876,-0.2473459266849846,3.0683281149079815,0.00552971524394269,1.8295622808077276
189.0,1.89,3.11578036597994,0.31647778378991775,-0.3760065674442043,3.413926111683187,0.022528274796647325,1.6443066986743191
190.0,1.9,3.1921276451007543,0.48095030391558147,-0.12927891375065192,3.14271962610239,0.07235312493049827,1.5181945126964744
191.0,1.91,3.342164775796606,0.5646292824582427,-0.3069749514155283,3.3787687298954583,-0.02278208123061004,1.5897080710413112
192.0,1.92,3.2095431837502435,0.44037868476105313,-0.03422523983275406,3.0557587448488777,0.03115814665049977,1.6222464961046255
193.0,1.93,3.333764186214211,0.39165484972488934,-0.1981865389361218,3.3494680133375456,-0.15234246983926397,2.0852178296889288
194.0,1.94,2.99777602817851,0.1717495847220152,-0.1920153963264597,3.2456293049517426,0.05038805006027928,1.6044360478603619
195.0,1.95,3.2803459507502053,0.4139825164309406,-0.0697901139945153,3.0956901555412233,0.10038319756001922,1.7702696335317927
196.0,1.96,3.2496394803037405,0.42161829263996536,-0.15105445499042108,2.9943785849649687,-0.2451320354760733,1.7758598664669698
197.0,1.97,3.4330679109832274,0.5645039356231405,-0.17474279846251048,3.0936614417574506,0.001329908475499879,1.4508948197724785
198.0,1.98,3.236126863954016,0.49379429206995046,-0.3168349412872526,3.067677019625277,-0.15631405018084646,1.9765720332179308
199.0,1.99,3.300792659631496,0.49103615427800407,-0.18848952937487323,2.9963316172049868,0.21230167086089566,1.6611191190582886
200.0,2.0,3.375022160231255,0.52446598874662,0.13983149412481297,3.2367500513537255,0.1921374550029218,1.475088203476184
201.0,2.01,3.2679373821885784,0.5323854094901163,-0.2975643597452175,2.965142334803824,0.04228707281140059,2.1258064181093843
202.0,2.02,3.5588659254840325,0.5880405038429486,-0.0870135814787728,3.0750456236687898,0.060259920962522764,1.4083140712510955
203.0,2.03,3.2259400982284014,0.4145803232157843,-0.18737535215407428,3.565929465267562,-0.1468618769240573,1.9674993167660157
204.0,2.04,3.6027892007705815,0.6652129074035689,-0.036274528119003405,3.611192902873498,0.07841233136686765,1.594119242738579
205.0,2.05,3.4415298269519052,0.3751756631346947,0.04977965024956318,3.3155195852866366,0.22497943660623046,1.7242527078628167
206.0,2.06,3.567004755845733,0.5134552380498411,0.09446860508320876,3.9837182805289832,-0.02265283027697339,1.583297281795924
207.0,2.07,3.462659685923184,0.674703741103391,-0.12279734888297145,3.2901811063715805,-0.04881685627994383,1.9534694360571077
208.0,2.08,3.1768377417114166,0.5876724741491429,0.02406629769508875,3.2366568600307346,0.08950613182789648,2.0295559237938847
209.0,2.09,3.5945337524000154,0.47339723589770727,-0.11400503919159173,3.5888073945468326,-0.13507093163189002,1.4547374458257618
210.0,2.1,3.5766649282021885,0.4317007920332517,-0.06165458426546401,3.3809737771993187,-0.1728531542294654,1.7832752599461499
211.0,2.11,3.538567643927335,0.7676043512836678,0.011414542278128261,3.8243646087051846,0.01040932844971092,1.7681961100303896
212.0,2.12,3.5624297245057233,0.6794547697644391,-0.34374586474959745,3.7988077949645755,0.07192418398136433,1.7561651182464675
213.0,2.13,3.5397312296328067,0.6052335244342393,-0.04764075709646006,3.2988354475259154,0.22310928492841098,2.0906215539383055
214.0,2.14,3.7240304387314125,0.6778994495599509,0.02736343702755485,3.236187072378872,0.06720246327572718,1.4979929339413212
215.0,2.15,3.804551673117549,0.5925330965352092,-0.3930829974916455,3.3057934653313463,-0.019649448531275968,2.1557750182525988
216.0,2.16,4.0832950403630495,0.7764220277091368,-0.20041409247274009,3.728511148179397,-0.09754440809452569,1.9200821889383828
